,LoanBriefID,LoanAmount,LoanTime,IsReMarketing,ProvinceId,Gender,Age,JobId,ImcomeType,IsMerried,NumberBaby,RelationshipType,LivingWith,RateTypeId,ProductId,ResidentType,LoanAmountExpertiseAI,NumberCall,score,label_result
2997,1202225,8000000,12,0,1,1.0,31,124.0,1.0,1.0,2.0,2.0,0.0,10,5,4,11000000.0,0.0,0.3,False
2998,1125932,15000000,12,0,79,0.0,40,125.0,1.0,1.0,1.0,4.0,0.0,10,5,7,22600000.0,0.0,0.9,True
2999,941954,6000000,9,1,79,0.0,24,109.0,5.0,1.0,1.0,3.0,2.0,10,5,4,11800000.0,7.0,0.0,False
3000,919777,6000000,6,1,79,0.0,56,126.0,1.0,1.0,2.0,4.0,3.0,10,2,1,8300000.0,4.0,0.6,False
3001,1053335,6000000,12,0,79,0.0,24,123.0,1.0,0.0,0.0,4.0,1.0,10,2,4,10400000.0,0.0,0.8,True
3002,919792,10000000,12,1,79,0.0,29,123.0,1.0,1.0,1.0,5.0,2.0,10,2,4,25700000.0,2.0,0.3,False
3003,1134897,10000000,12,0,79,0.0,24,97.0,1.0,0.0,0.0,6.0,2.0,10,2,4,29900000.0,0.0,0.3,False
3004,1026464,10000000,12,0,79,0.0,55,123.0,1.0,0.0,0.0,13.0,1.0,10,5,4,34400000.0,0.0,0.9,True
3005,1163318,9000000,12,0,1,0.0,42,106.0,1.0,1.0,2.0,1.0,1.0,10,2,6,12400000.0,0.0,0.9,True
3006,971239,11000000,9,1,1,1.0,29,123.0,5.0,1.0,1.0,6.0,2.0,10,2,4,0.0,5.0,0.9,True
3007,1036772,5000000,12,0,79,0.0,42,123.0,5.0,1.0,2.0,6.0,3.0,10,5,6,9200000.0,0.0,0.9,True
3008,1076991,12000000,12,0,1,0.0,38,22.0,2.0,1.0,2.0,2.0,3.0,10,5,6,21900000.0,0.0,0.9,True
3009,980160,15000000,12,1,79,1.0,25,113.0,1.0,1.0,0.0,1.0,1.0,10,2,4,44700000.0,1.0,1.0,True
3010,1165545,13000000,12,0,79,0.0,53,124.0,1.0,0.0,0.0,15.0,1.0,10,2,6,18700000.0,0.0,0.9,True
3011,1006118,6000000,6,0,1,1.0,38,125.0,5.0,1.0,3.0,5.0,4.0,10,5,4,11600000.0,0.0,0.2,False
3012,948768,9000000,9,1,79,0.0,32,99.0,1.0,1.0,1.0,6.0,2.0,10,5,4,14700000.0,5.0,0.4,False
3013,955803,16000000,9,1,79,0.0,39,123.0,5.0,1.0,0.0,6.0,1.0,10,5,1,42200000.0,2.0,0.66,False
3014,1209819,6000000,12,0,1,0.0,21,125.0,5.0,0.0,0.0,15.0,0.0,10,5,4,10200000.0,0.0,0.9,True
3015,964579,15000000,12,1,79,0.0,27,121.0,5.0,1.0,0.0,3.0,1.0,10,2,4,27500000.0,2.0,1.0,True
3016,1700588,5000000,12,0,79,0.0,21,126.0,1.0,0.0,0.0,4.0,1.0,13,5,14,8500000.0,0.0,0.3,False
3017,1684727,12000000,12,0,79,0.0,25,124.0,1.0,0.0,0.0,2.0,0.0,13,5,14,19400000.0,0.0,0.7,True
3018,1068073,6000000,12,0,79,0.0,33,123.0,5.0,1.0,0.0,1.0,1.0,10,5,4,12400000.0,0.0,0.9,True
3019,1050893,4000000,12,0,1,0.0,33,123.0,1.0,0.0,0.0,3.0,1.0,10,5,7,7700000.0,0.0,0.72,True
3020,981470,10000000,12,1,79,0.0,49,32.0,1.0,1.0,1.0,6.0,2.0,10,2,4,27900000.0,2.0,0.6,False
3021,976131,4000000,9,1,1,0.0,35,123.0,5.0,1.0,2.0,1.0,3.0,10,5,4,0.0,1.0,0.7,True
3022,1033947,15000000,12,0,79,0.0,36,32.0,5.0,1.0,0.0,1.0,1.0,10,2,4,21500000.0,0.0,0.9,True
3023,932123,6000000,9,1,1,1.0,32,123.0,5.0,1.0,2.0,1.0,3.0,10,2,1,0.0,2.0,0.9,True
3024,1001934,9000000,9,0,79,1.0,42,32.0,5.0,0.0,0.0,4.0,2.0,10,2,4,0.0,0.0,0.9,True
3025,1087281,9000000,12,0,79,1.0,42,32.0,5.0,0.0,0.0,4.0,2.0,10,2,4,13500000.0,0.0,0.9,True
3026,1037127,8000000,12,0,1,0.0,31,123.0,1.0,0.0,0.0,3.0,1.0,10,2,4,11100000.0,0.0,1.0,True
3027,1013738,15000000,12,0,79,0.0,31,60.0,5.0,0.0,0.0,2.0,2.0,10,2,4,25800000.0,0.0,0.6,False
3028,1072212,7000000,12,0,1,0.0,30,32.0,5.0,0.0,0.0,15.0,1.0,10,2,4,10600000.0,0.0,0.52,False
3029,954370,10000000,6,1,1,0.0,27,123.0,1.0,1.0,1.0,1.0,2.0,10,5,4,0.0,1.0,0.9,True
3030,993553,10000000,9,1,1,1.0,26,108.0,5.0,1.0,1.0,2.0,2.0,10,2,7,0.0,2.0,1.0,True
3031,1034897,14000000,12,0,79,0.0,26,126.0,5.0,0.0,0.0,15.0,0.0,10,5,7,28000000.0,0.0,0.9,True
3032,970414,10000000,12,1,1,0.0,32,121.0,5.0,1.0,1.0,6.0,2.0,10,2,4,18600000.0,1.0,0.9,True
3033,1759724,4000000,6,0,1,0.0,27,124.0,1.0,0.0,0.0,4.0,2.0,13,2,15,0.0,0.0,0.9,True
3034,1294420,15000000,12,0,1,0.0,28,126.0,1.0,1.0,0.0,2.0,1.0,13,5,9,21400000.0,0.0,0.9,True
3035,981379,10000000,9,1,1,0.0,43,100.0,1.0,1.0,2.0,1.0,3.0,10,2,4,21900000.0,2.0,0.9,True
3036,944085,7000000,9,1,79,1.0,21,109.0,1.0,1.0,0.0,3.0,1.0,10,2,4,8300000.0,6.0,0.8,True
3037,1088926,5000000,12,0,79,0.0,40,125.0,5.0,1.0,2.0,4.0,1.0,10,2,6,6600000.0,0.0,0.9,True
3038,1000912,10000000,9,0,79,1.0,57,126.0,1.0,1.0,2.0,13.0,2.0,10,2,4,24350000.0,0.0,1.0,True
3039,1070975,9000000,12,0,1,0.0,39,124.0,1.0,0.0,0.0,5.0,0.0,10,5,7,12500000.0,0.0,0.8,True
3040,1555947,4000000,6,0,1,0.0,27,123.0,5.0,0.0,0.0,4.0,0.0,13,5,14,7600000.0,0.0,1.0,True
3041,924953,7000000,6,1,1,1.0,32,123.0,1.0,1.0,3.0,1.0,4.0,10,5,4,0.0,4.0,0.9,True
3042,1416378,3000000,12,0,79,0.0,47,125.0,1.0,0.0,0.0,15.0,1.0,13,5,11,7400000.0,0.0,0.9,True
3043,939042,6000000,6,1,1,0.0,26,121.0,1.0,1.0,1.0,6.0,2.0,10,5,4,0.0,1.0,0.7,True
3044,1017076,17000000,12,0,1,1.0,56,29.0,1.0,1.0,3.0,4.0,1.0,10,2,8,24370000.0,0.0,0.9,True
3045,1563009,4000000,6,0,79,1.0,48,123.0,1.0,0.0,0.0,5.0,1.0,13,5,14,6700000.0,0.0,0.9,True
3046,1071008,5000000,12,0,79,0.0,49,97.0,2.0,0.0,0.0,15.0,1.0,10,5,4,6700000.0,0.0,1.0,True
3047,1033265,15000000,12,0,79,0.0,36,123.0,5.0,1.0,0.0,6.0,1.0,10,2,4,30000000.0,0.0,0.9,True
3048,1160354,3000000,12,0,79,1.0,31,123.0,1.0,1.0,1.0,1.0,0.0,10,2,4,4800000.0,0.0,0.9,True
3049,1150839,5000000,12,0,79,0.0,34,121.0,1.0,1.0,1.0,15.0,1.0,10,5,4,7900000.0,0.0,0.9,True
3050,944384,15000000,12,1,79,1.0,28,121.0,1.0,1.0,1.0,5.0,2.0,10,2,4,26300000.0,2.0,0.4,False
3051,1076818,15000000,12,0,79,0.0,27,123.0,1.0,0.0,0.0,4.0,2.0,10,5,4,48800000.0,0.0,0.7,True
3052,986070,6000000,9,1,1,0.0,24,123.0,1.0,1.0,0.0,1.0,1.0,10,5,4,13800000.0,4.0,0.8,True
3053,940860,15000000,9,1,79,0.0,26,123.0,1.0,1.0,2.0,6.0,3.0,10,2,4,0.0,4.0,0.9,True
3054,932811,5000000,9,1,1,1.0,21,121.0,1.0,1.0,1.0,5.0,2.0,10,5,4,11000000.0,0.0,0.4,False
3055,1636422,15000000,12,0,1,0.0,32,125.0,1.0,1.0,1.0,2.0,0.0,13,2,14,23300000.0,0.0,0.9,True
3056,1482603,8000000,12,0,1,0.0,24,126.0,1.0,0.0,0.0,2.0,0.0,13,5,13,11000000.0,0.0,0.9,True
3057,1142303,15000000,12,0,1,0.0,32,123.0,1.0,1.0,0.0,4.0,1.0,10,5,4,64600000.0,0.0,0.9,True
3058,1037152,15000000,12,0,1,1.0,25,123.0,1.0,0.0,0.0,6.0,0.0,10,2,7,21200000.0,0.0,0.8,True
3059,1005854,4000000,9,0,79,1.0,27,31.0,1.0,0.0,0.0,2.0,0.0,10,5,4,8120000.0,0.0,1.0,True
3060,935687,7000000,6,1,1,0.0,32,112.0,1.0,1.0,1.0,3.0,2.0,10,2,4,10900000.0,2.0,0.6,False
3061,1479763,3000000,12,0,1,0.0,24,123.0,5.0,0.0,0.0,2.0,0.0,13,5,9,8300000.0,0.0,0.9,True
3062,1009465,11000000,9,0,1,0.0,36,121.0,5.0,1.0,2.0,1.0,1.0,10,2,6,15090000.0,0.0,0.9,True
3063,950862,10000000,9,1,1,0.0,28,123.0,5.0,1.0,2.0,2.0,3.0,10,5,4,0.0,1.0,0.9,True
3064,1109086,6000000,12,0,79,0.0,30,123.0,1.0,0.0,0.0,6.0,1.0,10,5,7,8500000.0,0.0,0.9,True
3065,928523,10000000,12,1,1,0.0,36,121.0,5.0,1.0,2.0,1.0,3.0,10,1,6,0.0,3.0,0.9,True
3066,1122328,15000000,12,0,1,1.0,24,124.0,1.0,0.0,0.0,15.0,2.0,10,2,4,27900000.0,0.0,0.9,True
3067,1514180,7000000,12,0,1,0.0,25,126.0,1.0,0.0,0.0,4.0,1.0,13,2,14,11300000.0,0.0,0.9,True
3068,1076004,26000000,12,0,79,0.0,39,124.0,2.0,0.0,0.0,4.0,1.0,10,5,2,37300000.0,0.0,1.0,True
3069,929468,24000000,12,1,1,1.0,36,123.0,1.0,1.0,2.0,1.0,3.0,10,2,7,29900000.0,1.0,0.9,True
3070,1163681,8000000,12,0,79,0.0,36,123.0,5.0,1.0,2.0,4.0,1.0,10,5,6,11200000.0,0.0,0.9,True
3071,1052584,8000000,12,0,1,0.0,20,123.0,1.0,0.0,0.0,5.0,2.0,10,5,4,16200000.0,0.0,1.0,True
3072,1069246,12000000,12,0,1,0.0,24,62.0,1.0,0.0,0.0,15.0,2.0,10,2,4,25200000.0,0.0,0.9,True
3073,1254048,30000000,12,0,79,0.0,33,123.0,5.0,0.0,0.0,15.0,0.0,13,2,6,47600000.0,0.0,0.9,True
3074,923222,10000000,12,1,1,0.0,28,123.0,1.0,1.0,1.0,2.0,2.0,10,2,4,0.0,1.0,0.9,True
3075,1018414,15000000,12,0,79,1.0,23,60.0,1.0,1.0,0.0,15.0,2.0,10,2,4,27900000.0,0.0,0.4,False
3076,1041032,10000000,12,0,1,0.0,35,123.0,5.0,1.0,2.0,2.0,3.0,10,2,4,40200000.0,0.0,0.9,True
3077,970139,10000000,9,1,1,1.0,34,123.0,5.0,0.0,0.0,3.0,1.0,10,2,4,22700000.0,1.0,0.9,True
3078,1099883,4000000,12,0,1,0.0,23,123.0,5.0,0.0,0.0,15.0,0.0,10,5,4,7400000.0,0.0,0.7,True
3079,910351,14000000,12,1,1,1.0,37,123.0,1.0,1.0,2.0,1.0,3.0,10,2,7,0.0,2.0,0.9,True
3080,1215290,5000000,12,0,1,0.0,23,123.0,5.0,0.0,0.0,6.0,1.0,10,5,6,7400000.0,0.0,0.9,True
3081,1002910,6000000,9,0,1,0.0,36,97.0,1.0,1.0,2.0,2.0,0.0,10,5,1,12160000.0,0.0,0.0,False
3082,1050847,10000000,12,0,1,0.0,42,100.0,1.0,0.0,1.0,15.0,1.0,10,2,6,13600000.0,0.0,1.0,True
3083,1124499,15000000,12,0,1,0.0,26,92.0,1.0,1.0,1.0,5.0,1.0,10,5,4,21800000.0,0.0,0.9,True
3084,1323120,8000000,12,0,79,0.0,29,125.0,1.0,0.0,0.0,1.0,1.0,13,5,11,11200000.0,0.0,0.3,False
3085,1163499,4000000,12,0,79,0.0,42,123.0,1.0,1.0,2.0,6.0,2.0,10,5,4,5300000.0,0.0,0.9,True
3086,1031733,7000000,12,0,79,0.0,44,124.0,1.0,1.0,1.0,15.0,1.0,10,2,4,10300000.0,0.0,0.9,True
3087,958892,15000000,9,1,79,1.0,31,100.0,1.0,1.0,1.0,1.0,2.0,10,2,4,27900000.0,1.0,0.8,True
3088,1239823,7000000,12,0,79,0.0,44,124.0,1.0,1.0,1.0,15.0,1.0,13,2,4,10300000.0,0.0,0.9,True
3089,1145505,6000000,12,0,79,1.0,23,123.0,5.0,0.0,0.0,15.0,2.0,10,5,4,8300000.0,0.0,0.9,True
3090,1534282,4000000,6,0,79,1.0,22,123.0,5.0,0.0,0.0,4.0,2.0,13,2,15,23300000.0,0.0,1.0,True
3091,1684403,4000000,6,0,79,0.0,25,126.0,1.0,0.0,0.0,4.0,2.0,13,2,15,17000000.0,0.0,0.7,True
3092,1016188,4000000,9,0,79,0.0,23,121.0,1.0,0.0,0.0,6.0,2.0,10,5,4,7110000.0,0.0,0.4,False
3093,975042,10000000,12,1,79,0.0,25,121.0,1.0,1.0,0.0,6.0,1.0,10,2,4,0.0,0.0,0.2,False
3094,1308478,9000000,12,0,1,0.0,21,124.0,1.0,0.0,0.0,3.0,0.0,13,2,9,12400000.0,0.0,0.3,False
3095,1163985,8000000,12,0,79,0.0,41,123.0,1.0,1.0,1.0,1.0,1.0,10,5,4,11200000.0,0.0,0.9,True
3096,1035257,15000000,12,0,79,0.0,38,123.0,5.0,1.0,1.0,6.0,0.0,10,2,4,30000000.0,0.0,0.7,True
3097,1554979,4000000,6,0,79,1.0,37,123.0,1.0,1.0,2.0,4.0,2.0,13,5,15,9000000.0,0.0,0.8,True
3098,1537352,4000000,6,0,79,0.0,20,126.0,1.0,0.0,0.0,4.0,2.0,13,5,15,13300000.0,0.0,0.8,True
3099,1089194,10000000,12,0,79,1.0,34,32.0,1.0,0.0,0.0,6.0,0.0,10,5,4,27900000.0,0.0,1.0,True
3100,917241,10000000,9,1,79,0.0,25,123.0,1.0,1.0,1.0,4.0,2.0,10,5,4,0.0,2.0,0.9,True
3101,1163994,15000000,12,0,1,0.0,27,123.0,1.0,0.0,0.0,15.0,0.0,10,2,6,81800000.0,0.0,0.9,True
3102,990734,5000000,9,1,79,0.0,24,101.0,5.0,1.0,0.0,5.0,1.0,10,5,4,22300000.0,2.0,1.0,True
3103,954125,14000000,12,1,79,0.0,33,123.0,5.0,1.0,1.0,5.0,2.0,10,2,4,0.0,3.0,0.9,True
3104,1598050,4000000,6,0,79,0.0,25,123.0,5.0,0.0,0.0,2.0,2.0,13,5,15,7500000.0,0.0,0.3,False
3105,1614012,4000000,6,0,1,0.0,30,124.0,1.0,1.0,1.0,2.0,2.0,13,2,15,8400000.0,0.0,0.9,True
3106,1632302,4000000,6,0,1,0.0,30,124.0,1.0,1.0,1.0,4.0,2.0,13,2,15,8400000.0,0.0,0.9,True
3107,972325,15000000,12,1,79,0.0,29,123.0,1.0,1.0,3.0,5.0,4.0,10,2,7,21900000.0,7.0,0.9,True
3108,1430276,10000000,12,0,79,0.0,55,126.0,5.0,1.0,2.0,13.0,1.0,13,5,11,19000000.0,0.0,0.9,True
3109,997617,6000000,9,1,79,0.0,24,121.0,5.0,1.0,0.0,3.0,1.0,10,5,4,12400000.0,1.0,0.6,False
3110,1186099,8000000,12,0,79,1.0,25,123.0,1.0,0.0,0.0,3.0,2.0,10,2,4,11800000.0,0.0,0.9,True
3111,1681435,30000000,12,0,1,0.0,30,123.0,1.0,1.0,2.0,5.0,1.0,13,5,14,66900000.0,0.0,0.7,True
3112,1132408,14000000,12,0,1,1.0,27,123.0,5.0,0.0,0.0,15.0,1.0,10,2,4,19800000.0,0.0,0.9,True
3113,1003920,13000000,9,0,1,1.0,27,123.0,5.0,0.0,0.0,5.0,2.0,10,2,4,19040000.0,0.0,0.9,True
3114,1014390,20000000,12,0,1,0.0,40,123.0,1.0,1.0,0.0,4.0,1.0,10,2,7,45250000.0,0.0,0.9,True
3115,1336096,15000000,12,0,79,0.0,45,124.0,1.0,0.0,0.0,15.0,1.0,13,5,9,22400000.0,0.0,0.9,True
3116,958122,7000000,12,1,79,0.0,25,121.0,5.0,1.0,1.0,2.0,2.0,10,5,4,12900000.0,4.0,1.0,True
3117,1737721,16000000,12,0,1,1.0,49,124.0,1.0,1.0,2.0,4.0,1.0,13,2,14,23300000.0,0.0,0.7,True
3118,1257269,9000000,12,0,79,0.0,26,123.0,1.0,0.0,0.0,6.0,2.0,13,5,4,12700000.0,0.0,0.9,True
3119,941714,5000000,9,1,1,0.0,28,123.0,5.0,1.0,1.0,6.0,2.0,10,5,4,0.0,6.0,0.8,True
3120,1129826,6000000,12,0,1,1.0,51,124.0,1.0,1.0,2.0,15.0,1.0,10,5,4,8300000.0,0.0,0.9,True
3121,1536525,10000000,12,0,1,1.0,32,126.0,1.0,1.0,2.0,1.0,1.0,13,5,14,17250000.0,0.0,0.9,True
3122,1278746,9000000,12,0,1,1.0,32,126.0,5.0,1.0,2.0,15.0,3.0,13,5,11,0.0,0.0,0.9,True
3123,956045,7000000,9,1,1,1.0,32,126.0,5.0,1.0,2.0,1.0,3.0,10,5,4,0.0,0.0,0.9,True
3124,1121329,11000000,12,0,1,1.0,32,126.0,5.0,1.0,2.0,1.0,1.0,10,5,4,16400000.0,0.0,0.9,True
3125,1120285,5000000,12,0,79,1.0,28,126.0,1.0,1.0,0.0,4.0,1.0,10,5,6,10300000.0,0.0,0.9,True
3126,930793,7000000,9,1,79,0.0,29,124.0,5.0,1.0,2.0,6.0,3.0,10,5,4,14100000.0,5.0,0.9,True
3127,1703675,20000000,12,0,1,1.0,32,123.0,1.0,1.0,2.0,1.0,0.0,13,5,14,64600000.0,0.0,0.3,False
3128,941573,15000000,9,1,79,0.0,24,125.0,5.0,0.0,0.0,6.0,1.0,10,2,4,23800000.0,4.0,0.4,False
3129,1681623,15000000,12,0,79,0.0,25,126.0,1.0,0.0,0.0,5.0,1.0,13,2,14,33200000.0,0.0,0.9,True
3130,963059,5000000,9,1,1,1.0,23,123.0,5.0,0.0,0.0,2.0,1.0,10,2,7,34200000.0,0.0,0.9,True
3131,1062078,10000000,12,0,1,1.0,24,123.0,1.0,0.0,0.0,4.0,2.0,10,5,4,64700000.0,0.0,0.9,True
3132,1036669,9000000,12,0,79,0.0,29,124.0,1.0,1.0,1.0,6.0,1.0,10,5,4,18700000.0,0.0,0.7,True
3133,1548932,3000000,6,0,79,0.0,46,126.0,1.0,0.0,0.0,4.0,1.0,13,2,14,27300000.0,0.0,0.9,True
3134,1578505,7000000,12,0,79,0.0,46,126.0,1.0,0.0,0.0,4.0,1.0,13,2,14,27300000.0,0.0,0.9,True
3135,950828,4000000,9,1,1,0.0,41,42.0,5.0,1.0,3.0,1.0,4.0,10,5,4,7600000.0,1.0,0.8,True
3136,926110,14000000,12,1,1,1.0,29,101.0,1.0,1.0,2.0,1.0,3.0,10,2,4,21100000.0,2.0,0.86,True
3137,1171649,5000000,12,0,1,0.0,36,123.0,1.0,1.0,1.0,1.0,1.0,10,2,7,7400000.0,0.0,0.9,True
3138,1158256,15000000,12,0,79,0.0,30,123.0,5.0,0.0,0.0,5.0,2.0,10,5,4,21100000.0,0.0,0.9,True
3139,933532,5000000,9,1,1,0.0,33,123.0,5.0,1.0,2.0,1.0,3.0,10,2,4,0.0,3.0,0.9,True
3140,1135591,8000000,12,0,1,0.0,25,123.0,5.0,0.0,1.0,4.0,1.0,10,5,4,11200000.0,0.0,0.9,True
3141,1221967,8000000,12,0,30,0.0,35,124.0,1.0,1.0,2.0,15.0,0.0,10,2,6,0.0,0.0,0.9,True
3142,948471,9000000,9,1,79,0.0,25,106.0,5.0,1.0,1.0,6.0,2.0,10,5,0,13800000.0,7.0,0.0,False
3143,1187702,15000000,12,0,79,0.0,28,123.0,5.0,0.0,0.0,15.0,1.0,10,2,4,24000000.0,0.0,0.9,True
3144,1175034,10000000,12,0,1,1.0,25,123.0,1.0,1.0,0.0,15.0,1.0,10,2,6,27900000.0,0.0,0.9,True
3145,1378085,10000000,12,0,1,1.0,25,123.0,1.0,1.0,0.0,15.0,0.0,13,2,9,23300000.0,0.0,0.9,True
3146,1022706,14000000,12,0,1,1.0,48,123.0,5.0,1.0,2.0,6.0,1.0,10,5,6,27900000.0,0.0,0.6,False
3147,998344,5000000,9,1,79,0.0,26,121.0,5.0,1.0,0.0,2.0,1.0,10,5,4,93500000.0,4.0,0.4,False
3148,1485539,15000000,12,0,27,0.0,34,123.0,5.0,1.0,2.0,15.0,1.0,13,5,9,23800000.0,0.0,0.9,True
3149,1111093,18000000,12,0,27,0.0,34,123.0,5.0,1.0,2.0,15.0,1.0,10,5,8,26300000.0,0.0,0.9,True
3150,936897,9000000,9,1,79,1.0,24,123.0,5.0,1.0,1.0,6.0,2.0,10,5,4,0.0,0.0,0.9,True
3151,1733162,9000000,12,0,1,0.0,23,125.0,5.0,0.0,0.0,2.0,2.0,13,2,15,0.0,0.0,0.7,True
3152,975122,15000000,6,1,79,0.0,38,106.0,1.0,1.0,3.0,1.0,4.0,10,2,4,24100000.0,0.0,0.6,False
3153,1014366,8000000,9,0,79,1.0,25,60.0,1.0,0.0,0.0,6.0,2.0,10,5,4,15760000.0,0.0,0.72,True
3154,960379,10000000,9,1,1,1.0,32,50.0,5.0,1.0,4.0,6.0,5.0,10,2,3,16300000.0,2.0,0.12,False
3155,963179,10000000,9,1,1,0.0,38,121.0,5.0,1.0,2.0,6.0,3.0,10,5,4,26300000.0,5.0,0.6,False
3156,994460,5000000,9,1,1,0.0,24,121.0,5.0,1.0,0.0,15.0,1.0,10,5,4,11800000.0,2.0,0.46,False
3157,1188748,10000000,12,0,79,0.0,26,123.0,5.0,0.0,0.0,5.0,2.0,10,2,4,29900000.0,0.0,0.9,True
3158,1157706,28000000,12,0,79,0.0,37,123.0,5.0,1.0,1.0,2.0,0.0,10,5,7,40200000.0,0.0,0.9,True
3159,1002956,6000000,9,0,79,1.0,49,31.0,1.0,1.0,2.0,13.0,1.0,10,5,4,11190000.0,0.0,0.4,False
3160,979047,15000000,9,1,79,0.0,25,126.0,1.0,1.0,0.0,5.0,1.0,10,2,4,14800000.0,3.0,0.3,False
3161,931886,7000000,9,1,79,1.0,38,126.0,1.0,1.0,2.0,2.0,3.0,10,5,4,0.0,8.0,0.9,True
3162,1549842,3000000,6,0,79,1.0,27,126.0,1.0,0.0,0.0,5.0,1.0,13,5,14,6000000.0,0.0,0.9,True
3163,1288490,16000000,12,0,1,1.0,31,123.0,1.0,1.0,1.0,6.0,1.0,13,2,10,23300000.0,0.0,0.9,True
3164,937605,15000000,12,1,79,0.0,23,32.0,1.0,1.0,1.0,5.0,2.0,10,2,4,25500000.0,12.0,0.9,True
3165,1155194,5000000,12,0,1,0.0,30,123.0,5.0,0.0,0.0,2.0,2.0,10,5,4,8300000.0,0.0,0.9,True
3166,1350700,15000000,12,0,1,1.0,38,124.0,1.0,1.0,1.0,15.0,0.0,13,5,9,23500000.0,0.0,0.9,True
3167,1608024,10000000,12,0,1,1.0,25,123.0,1.0,1.0,0.0,4.0,0.0,13,2,14,0.0,0.0,0.9,True
3168,1520493,10000000,12,0,1,1.0,25,123.0,1.0,1.0,0.0,1.0,1.0,13,2,14,23300000.0,0.0,0.9,True
3169,1005818,4000000,9,0,79,0.0,30,123.0,5.0,0.0,0.0,2.0,2.0,10,5,4,8390000.0,0.0,0.9,True
3170,1047625,6000000,12,0,1,0.0,30,123.0,5.0,1.0,1.0,2.0,2.0,10,5,4,11600000.0,0.0,0.72,True
3171,956396,3000000,6,1,1,1.0,33,126.0,1.0,1.0,2.0,6.0,3.0,10,5,1,7200000.0,1.0,0.6,False
3172,935958,30000000,12,1,79,1.0,26,99.0,5.0,1.0,0.0,5.0,1.0,10,2,7,0.0,13.0,1.0,True
3173,946255,15000000,12,1,79,1.0,39,32.0,1.0,1.0,3.0,6.0,4.0,10,2,4,12300000.0,7.0,1.0,True
3174,1107830,6000000,12,0,1,1.0,32,104.0,1.0,1.0,2.0,15.0,1.0,10,2,4,16300000.0,0.0,0.9,True
3175,1359833,9000000,12,0,1,0.0,47,123.0,1.0,1.0,2.0,1.0,1.0,13,5,9,13500000.0,0.0,0.9,True
3176,1491235,15000000,12,0,79,0.0,27,126.0,1.0,1.0,1.0,6.0,1.0,13,5,13,81800000.0,0.0,0.9,True
3177,1374987,14000000,12,0,79,1.0,23,123.0,5.0,0.0,0.0,15.0,2.0,13,5,11,19800000.0,0.0,0.9,True
3178,962620,11000000,9,1,1,0.0,25,109.0,5.0,1.0,1.0,6.0,2.0,10,5,1,0.0,1.0,0.9,True
3179,989973,4000000,6,1,1,0.0,27,121.0,5.0,1.0,1.0,5.0,2.0,10,5,4,0.0,2.0,0.4,False
3180,1669948,20000000,12,0,79,0.0,33,123.0,1.0,0.0,0.0,10.0,0.0,13,2,14,63800000.0,0.0,0.7,True
3181,1016905,3000000,6,0,1,0.0,46,126.0,5.0,1.0,2.0,1.0,1.0,10,5,4,7600000.0,0.0,0.9,True
3182,1003311,8000000,9,0,79,0.0,30,72.0,5.0,0.0,0.0,1.0,1.0,10,2,4,11100000.0,0.0,0.9,True
3183,1336780,9000000,12,0,1,0.0,44,123.0,1.0,1.0,1.0,4.0,1.0,13,5,9,13500000.0,0.0,0.9,True
3184,1027856,7000000,12,0,1,0.0,44,123.0,1.0,1.0,1.0,4.0,1.0,10,5,6,13900000.0,0.0,0.9,True
3185,1029773,7000000,12,0,1,0.0,41,123.0,1.0,1.0,1.0,1.0,1.0,10,5,6,13100000.0,0.0,1.0,True
3186,1133524,6000000,12,0,1,0.0,43,124.0,1.0,0.0,0.0,15.0,1.0,10,5,6,8300000.0,0.0,0.9,True
3187,1030983,10000000,12,0,79,0.0,29,123.0,5.0,1.0,1.0,5.0,0.0,10,2,7,17200000.0,0.0,0.9,True
3188,1571482,12000000,12,0,1,1.0,23,123.0,1.0,0.0,0.0,2.0,1.0,13,5,15,21400000.0,0.0,0.9,True
3189,1719024,14000000,12,0,79,1.0,36,124.0,1.0,0.0,0.0,3.0,2.0,13,2,14,19500000.0,0.0,0.9,True
3190,978586,8000000,6,1,1,0.0,48,124.0,1.0,1.0,2.0,5.0,3.0,10,2,4,11800000.0,0.0,0.9,True
3191,1237325,12000000,12,0,1,1.0,35,123.0,1.0,0.0,0.0,15.0,1.0,10,5,6,17300000.0,0.0,0.9,True
3192,1597317,20000000,12,0,26,0.0,23,124.0,1.0,0.0,0.0,5.0,0.0,13,2,14,34850000.0,0.0,0.9,True
3193,1536127,6000000,12,0,79,1.0,34,126.0,1.0,1.0,1.0,4.0,1.0,13,5,14,11100000.0,0.0,0.9,True
3194,942484,15000000,12,1,79,1.0,27,121.0,5.0,1.0,1.0,5.0,2.0,10,2,4,42200000.0,8.0,0.9,True
3195,995739,10000000,9,1,79,0.0,41,121.0,5.0,1.0,1.0,4.0,2.0,10,5,4,24000000.0,3.0,0.4,False
3196,1600963,4000000,6,0,1,0.0,24,126.0,1.0,0.0,0.0,9.0,2.0,13,5,15,8200000.0,0.0,0.9,True
3197,1556012,20000000,12,0,1,0.0,33,126.0,1.0,1.0,1.0,2.0,1.0,13,5,14,35900000.0,0.0,0.9,True
3198,966098,15000000,12,1,1,1.0,25,123.0,1.0,1.0,3.0,1.0,4.0,10,2,7,34200000.0,1.0,0.9,True
